,index,x0,w,sigma,c,t,iata,latitude,longitude,country,state,region,hub
176,176,-39.889674446382536,0.12256457857700638,0.2514865541008847,0.4841483834760242,70.68591703799864,BLI,48.79444444,-122.53472222,US,WA,west,no
177,177,39.21171553504147,0.030717314751125085,0.2514865541008847,0.4841483834760242,70.68591703799864,CEC,41.78,-124.23583333,US,CA,west,no
178,178,-37.92584213123221,0.0812936885876716,0.2514865541008847,0.4841483834760242,70.68591703799864,RDD,40.50833333,-122.29222222,US,CA,west,no
179,179,47.645454084909375,0.5715989813936496,0.2514865541008847,0.4841483834760242,70.68591703799864,ACY,39.45611111,-74.57805556,US,NJ,east,no
180,180,49.97558661490019,0.3023442863524802,0.2514865541008847,0.4841483834760242,70.68591703799864,AGS,33.36916667,-81.96444444,US,GA,east,no
181,181,48.26864721427036,0.6464480297201267,0.2514865541008847,0.4841483834760242,70.68591703799864,CAE,33.93638889,-81.11583333,US,SC,east,no
182,182,49.13386027648848,0.6789640182346919,0.2514865541008847,0.4841483834760242,70.68591703799864,CAK,40.91388889,-81.44166667,US,OH,east,no
183,183,-61.724690557118954,0.04004902611215474,0.2514865541008847,0.4841483834760242,70.68591703799864,CEF,42.19777778,-72.53055556,US,MA,east,no
184,184,48.003863676617364,0.25507154234404983,0.2514865541008847,0.4841483834760242,70.68591703799864,CRW,38.37277778,-81.59305556,US,WV,east,no
185,185,39.20228653214474,0.21449189286022033,0.2514865541008847,0.4841483834760242,70.68591703799864,CWA,44.78222222,-89.65916667,US,WI,centre,no
